2023-05-02 23:53:29,290 - distributed.nanny - INFO -         Start Nanny at: 'tcp://172.16.3.63:38866'
2023-05-02 23:53:35,344 - distributed.worker - INFO -       Start worker at:    tcp://172.16.3.63:40244
2023-05-02 23:53:35,344 - distributed.worker - INFO -          Listening to:    tcp://172.16.3.63:40244
2023-05-02 23:53:35,344 - distributed.worker - INFO -           Worker name:             SLURMCluster-3
2023-05-02 23:53:35,344 - distributed.worker - INFO -          dashboard at:          172.16.3.63:44358
2023-05-02 23:53:35,344 - distributed.worker - INFO - Waiting to connect to:    tcp://172.16.3.60:40715
2023-05-02 23:53:35,344 - distributed.worker - INFO - -------------------------------------------------
2023-05-02 23:53:35,344 - distributed.worker - INFO -               Threads:                         36
2023-05-02 23:53:35,344 - distributed.worker - INFO -                Memory:                  93.13 GiB
2023-05-02 23:53:35,344 - distributed.worker - INFO -       Local Directory: /tmp/dask-worker-space/worker-b7hvwxr4
2023-05-02 23:53:35,344 - distributed.worker - INFO - -------------------------------------------------
2023-05-02 23:53:35,384 - distributed.worker - INFO -         Registered to:    tcp://172.16.3.60:40715
2023-05-02 23:53:35,384 - distributed.worker - INFO - -------------------------------------------------
2023-05-02 23:53:35,385 - distributed.core - INFO - Starting established connection to tcp://172.16.3.60:40715
2023-05-03 00:22:28,966 - distributed.utils_perf - WARNING - full garbage collections took 15% CPU time recently (threshold: 10%)
2023-05-03 00:22:30,247 - distributed.utils_perf - WARNING - full garbage collections took 15% CPU time recently (threshold: 10%)
2023-05-03 00:22:31,596 - distributed.utils_perf - WARNING - full garbage collections took 15% CPU time recently (threshold: 10%)
2023-05-03 00:22:40,679 - distributed.utils_perf - WARNING - full garbage collections took 15% CPU time recently (threshold: 10%)
2023-05-03 00:22:41,928 - distributed.utils_perf - WARNING - full garbage collections took 15% CPU time recently (threshold: 10%)
2023-05-03 00:22:43,658 - distributed.utils_perf - WARNING - full garbage collections took 16% CPU time recently (threshold: 10%)
2023-05-03 00:22:51,883 - distributed.utils_perf - WARNING - full garbage collections took 15% CPU time recently (threshold: 10%)
2023-05-03 00:22:53,072 - distributed.utils_perf - WARNING - full garbage collections took 15% CPU time recently (threshold: 10%)
2023-05-03 00:23:00,331 - distributed.utils_perf - WARNING - full garbage collections took 15% CPU time recently (threshold: 10%)
2023-05-03 00:23:03,532 - distributed.utils_perf - WARNING - full garbage collections took 15% CPU time recently (threshold: 10%)
2023-05-03 00:23:05,386 - distributed.utils_perf - WARNING - full garbage collections took 16% CPU time recently (threshold: 10%)
2023-05-03 00:23:19,659 - distributed.utils_perf - WARNING - full garbage collections took 16% CPU time recently (threshold: 10%)
2023-05-03 00:23:23,687 - distributed.utils_perf - WARNING - full garbage collections took 16% CPU time recently (threshold: 10%)
2023-05-03 00:23:28,094 - distributed.utils_perf - WARNING - full garbage collections took 16% CPU time recently (threshold: 10%)
2023-05-03 00:23:37,886 - distributed.utils_perf - WARNING - full garbage collections took 16% CPU time recently (threshold: 10%)
2023-05-03 00:23:39,993 - distributed.utils_perf - WARNING - full garbage collections took 16% CPU time recently (threshold: 10%)
2023-05-03 00:23:51,287 - distributed.utils_perf - WARNING - full garbage collections took 16% CPU time recently (threshold: 10%)
2023-05-03 00:23:52,449 - distributed.utils_perf - WARNING - full garbage collections took 16% CPU time recently (threshold: 10%)
2023-05-03 00:23:54,162 - distributed.utils_perf - WARNING - full garbage collections took 16% CPU time recently (threshold: 10%)
2023-05-03 00:23:59,694 - distributed.utils_perf - WARNING - full garbage collections took 16% CPU time recently (threshold: 10%)
2023-05-03 00:24:01,185 - distributed.utils_perf - WARNING - full garbage collections took 16% CPU time recently (threshold: 10%)
2023-05-03 00:24:03,322 - distributed.utils_perf - WARNING - full garbage collections took 16% CPU time recently (threshold: 10%)
2023-05-03 00:24:16,272 - distributed.utils_perf - WARNING - full garbage collections took 16% CPU time recently (threshold: 10%)
2023-05-03 00:24:17,378 - distributed.utils_perf - WARNING - full garbage collections took 16% CPU time recently (threshold: 10%)
2023-05-03 00:24:18,665 - distributed.utils_perf - WARNING - full garbage collections took 16% CPU time recently (threshold: 10%)
2023-05-03 00:24:26,922 - distributed.utils_perf - WARNING - full garbage collections took 17% CPU time recently (threshold: 10%)
2023-05-03 00:24:28,326 - distributed.utils_perf - WARNING - full garbage collections took 17% CPU time recently (threshold: 10%)
2023-05-03 00:24:30,846 - distributed.utils_perf - WARNING - full garbage collections took 17% CPU time recently (threshold: 10%)
2023-05-03 00:24:42,193 - distributed.utils_perf - WARNING - full garbage collections took 17% CPU time recently (threshold: 10%)
2023-05-03 00:24:44,354 - distributed.utils_perf - WARNING - full garbage collections took 17% CPU time recently (threshold: 10%)
2023-05-03 00:24:49,246 - distributed.utils_perf - WARNING - full garbage collections took 18% CPU time recently (threshold: 10%)
2023-05-03 00:24:55,652 - distributed.utils_perf - WARNING - full garbage collections took 17% CPU time recently (threshold: 10%)
2023-05-03 00:24:56,921 - distributed.utils_perf - WARNING - full garbage collections took 17% CPU time recently (threshold: 10%)
2023-05-03 00:24:58,895 - distributed.utils_perf - WARNING - full garbage collections took 18% CPU time recently (threshold: 10%)
2023-05-03 00:25:12,894 - distributed.utils_perf - WARNING - full garbage collections took 16% CPU time recently (threshold: 10%)
2023-05-03 00:25:14,632 - distributed.utils_perf - WARNING - full garbage collections took 16% CPU time recently (threshold: 10%)
2023-05-03 00:25:19,203 - distributed.utils_perf - WARNING - full garbage collections took 17% CPU time recently (threshold: 10%)
2023-05-03 00:25:25,385 - distributed.utils_perf - WARNING - full garbage collections took 17% CPU time recently (threshold: 10%)
2023-05-03 00:25:29,576 - distributed.utils_perf - WARNING - full garbage collections took 17% CPU time recently (threshold: 10%)
2023-05-03 00:25:31,070 - distributed.utils_perf - WARNING - full garbage collections took 17% CPU time recently (threshold: 10%)
2023-05-03 00:25:38,862 - distributed.utils_perf - WARNING - full garbage collections took 16% CPU time recently (threshold: 10%)
